account_id,company_name,company_email,company_phone,company_address,company_country,company_city,company_credit_limit,company_currency
2db8e57d-29c7-4d40-8284-0377f58d69ad,Peak Performance Holdings,peak_performance_holdings@company.com,+49-554-602-3682,"122 Royal Mile, Berlin, 10117",Germany,Berlin,11764,EUR
a93fb245-72e8-46be-b623-84a9c7d748e0,Pulse Dynamics Holdings,pulse_dynamics_holdings@company.com,+44-387-702-5605,"667 Regent St, London, SW1A 1AA",United Kingdom,London,11727,GBP
5cf0f5cc-c58f-4e5a-8916-b48ecfb56905,Stride Labs Holdings,stride_labs_holdings@company.com,+49-769-272-4561,"312 Kurfürstendamm, Berlin, 10117",Germany,Berlin,29369,EUR
e814d623-2639-4aa5-94cb-864965315676,Apex Outfitters Holdings,apex_outfitters_holdings@company.com,+49-789-846-1509,"209 Queen St, Berlin, 10117",Germany,Berlin,27248,EUR
453014f7-d04d-4b0c-b23d-bb5487d18030,Zen Labs Holdings,zen_labs_holdings@company.com,+49-904-145-5000,"105 Leopoldstrasse, Munich, 80331",Germany,Munich,10950,EUR
15dcb417-d393-4cc0-8083-368e58490771,Zen Labs Holdings,zen_labs_holdings@company.com,+44-596-125-8862,"95 Baker St, Manchester, M2 5DB",United Kingdom,Manchester,13126,GBP
a36ed148-be7e-43bb-ae8f-ef000f12046d,Summit Gear Holdings,summit_gear_holdings@company.com,+49-697-342-4618,"870 Princes St, Berlin, 10117",Germany,Berlin,16158,EUR
868a0218-1c26-4160-95b2-c51bf71c296c,Core Performance Holdings,core_performance_holdings@company.com,+49-502-632-4694,"190 Fleet St, Munich, 80331",Germany,Munich,25445,EUR
3a473e02-4cb5-4297-8660-eb828d28ab82,Pulse Gear Holdings,pulse_gear_holdings@company.com,+44-781-938-6712,"581 Piccadilly, Manchester, M2 5DB",United Kingdom,Manchester,16442,GBP
6a87bf4e-525f-432c-9a49-a319a5ea2ed1,Flex Collective Holdings,flex_collective_holdings@company.com,+49-930-861-4087,"125 High St, Hamburg, 20095",Germany,Hamburg,26887,EUR
26ab448d-c692-46d6-88e1-09a7bb761b42,Zen Labs Holdings,zen_labs_holdings@company.com,+49-382-846-9574,"393 Princes St, Hamburg, 20095",Germany,Hamburg,19826,EUR
e55fc715-f16d-4b8b-991c-05720c78d155,Velocity Arena Holdings,velocity_arena_holdings@company.com,+44-881-105-3565,"236 Queen St, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,16376,GBP
de4c5c3a-5521-477f-8aad-7652ec49a5bb,Stride Studios Holdings,stride_studios_holdings@company.com,+44-774-764-2649,"670 Piccadilly, Manchester, M2 5DB",United Kingdom,Manchester,23003,GBP
96401e40-f4aa-42c6-bf65-990dce551006,Apex Dynamics Holdings,apex_dynamics_holdings@company.com,+44-541-392-9105,"877 Oxford St, London, SW1A 1AA",United Kingdom,London,23663,GBP
0c69b25c-a00a-4335-a492-aa58fdc86662,Core Labs Holdings,core_labs_holdings@company.com,+44-893-971-5182,"617 Piccadilly, London, SW1A 1AA",United Kingdom,London,17335,GBP
7dd8498a-860d-47d6-a838-b564e36f1305,Velocity Collective Holdings,velocity_collective_holdings@company.com,+49-249-601-5461,"421 Speicherstadt, Hamburg, 20095",Germany,Hamburg,10282,EUR
461e1351-86cc-47ac-8d39-0d3a2485dcb2,Summit Studios Holdings,summit_studios_holdings@company.com,+49-625-667-4817,"708 Fleet St, Munich, 80331",Germany,Munich,26719,EUR
dda137f9-1360-4a01-89b4-6673e6c19ca0,Stride Collective Holdings,stride_collective_holdings@company.com,+49-647-362-6850,"981 Unter den Linden, Hamburg, 20095",Germany,Hamburg,16367,EUR
33cfa30a-d16d-4560-9b23-741c01fbfcf1,Core Collective Holdings,core_collective_holdings@company.com,+49-760-578-9544,"716 Unter den Linden, Munich, 80331",Germany,Munich,24769,EUR
c8a4f28f-d6b4-4b07-90a8-d2a4fcaf8cdd,Peak Dynamics Holdings,peak_dynamics_holdings@company.com,+49-654-403-2757,"627 Queen St, Berlin, 10117",Germany,Berlin,23447,EUR
17d90b63-8f64-418f-b063-50acecdc7de7,Flex Dynamics Holdings,flex_dynamics_holdings@company.com,+44-925-548-9590,"597 Fleet St, Manchester, M2 5DB",United Kingdom,Manchester,13895,GBP
45d291f9-b153-421b-9d1e-e28b8d40b83f,Peak Co Holdings,peak_co_holdings@company.com,+44-271-707-3367,"344 Oxford St, Manchester, M2 5DB",United Kingdom,Manchester,21396,GBP
513c03d7-1e99-47e6-a8ad-64f589609cb8,Pulse Studios Holdings,pulse_studios_holdings@company.com,+49-934-248-7749,"262 Princes St, Munich, 80331",Germany,Munich,20476,EUR
6ef61773-5c63-4bca-8c4c-7cff83abf96e,Velocity Dynamics Holdings,velocity_dynamics_holdings@company.com,+44-391-726-3040,"85 Leopoldstrasse, London, SW1A 1AA",United Kingdom,London,23297,GBP
25773933-a888-44de-9a56-56ed6ca640fd,Apex Athletics Holdings,apex_athletics_holdings@company.com,+49-201-535-6420,"240 Queen St, Hamburg, 20095",Germany,Hamburg,18884,EUR
1dd0cc51-e4b7-4526-89b2-4266c38a3e7b,Momentum Performance Holdings,momentum_performance_holdings@company.com,+49-501-281-9631,"517 Princes St, Hamburg, 20095",Germany,Hamburg,15771,EUR
41196d41-e4af-4d02-a6dd-1395e3358677,Summit Athletics Holdings,summit_athletics_holdings@company.com,+49-769-286-2864,"405 Maximilianstrasse, Berlin, 10117",Germany,Berlin,12822,EUR
4cdcfd04-0259-46f9-9025-b3cb43c33ba4,Zen Outfitters Holdings,zen_outfitters_holdings@company.com,+49-278-251-8646,"543 Oxford St, Munich, 80331",Germany,Munich,27256,EUR
852eb1e8-3177-48ee-b18b-5d783f7a7422,Core Dynamics Holdings,core_dynamics_holdings@company.com,+49-799-527-8124,"383 Leopoldstrasse, Hamburg, 20095",Germany,Hamburg,16556,EUR
1f20aee3-0b48-4fe9-aebd-a61d07a0bdfc,Peak Outfitters Holdings,peak_outfitters_holdings@company.com,+49-971-642-2851,"234 Royal Mile, Berlin, 10117",Germany,Berlin,21572,EUR
7e2ae309-c7c3-4c04-a046-284d69c165d9,Summit Athletics Holdings,summit_athletics_holdings@company.com,+49-499-338-9647,"504 Speicherstadt, Hamburg, 20095",Germany,Hamburg,20444,EUR
9e6d4779-b23d-44aa-9fb2-cb12cb20ff8b,Apex Studios Holdings,apex_studios_holdings@company.com,+49-315-511-2723,"946 Kurfürstendamm, Berlin, 10117",Germany,Berlin,22675,EUR
d47daadf-cc18-49f3-a08d-ab8d792a9b2e,Momentum Outfitters Holdings,momentum_outfitters_holdings@company.com,+49-616-804-9952,"952 Oxford St, Berlin, 10117",Germany,Berlin,11170,EUR
98219721-5c2d-4758-8e21-e2e17ad517a3,Momentum Outfitters Holdings,momentum_outfitters_holdings@company.com,+44-294-910-3318,"170 Marktplatz, Manchester, M2 5DB",United Kingdom,Manchester,27107,GBP
bc3cd39b-8d69-4144-aacc-1cb51d65cf4c,Momentum Athletics Holdings,momentum_athletics_holdings@company.com,+44-470-751-5960,"746 King's Rd, Manchester, M2 5DB",United Kingdom,Manchester,11701,GBP
2b38e0ab-4a2e-49ad-8128-2564eb2dd8b3,Core Co Holdings,core_co_holdings@company.com,+44-535-565-3535,"678 Fleet St, London, SW1A 1AA",United Kingdom,London,14882,GBP
4dc40b2e-2d19-47ba-acab-bcf2b5dcd3d6,Peak Co Holdings,peak_co_holdings@company.com,+44-780-544-2432,"919 Fleet St, Manchester, M2 5DB",United Kingdom,Manchester,27527,GBP
45415ff7-44e2-4d73-8218-e6eef6164c2d,Peak Studios Holdings,peak_studios_holdings@company.com,+49-703-401-9584,"569 Baker St, Berlin, 10117",Germany,Berlin,28111,EUR
790feb30-7d68-4573-ac67-3cb413ac1195,Velocity Collective Holdings,velocity_collective_holdings@company.com,+49-246-605-4242,"790 High St, Munich, 80331",Germany,Munich,28372,EUR
2e860ddf-7089-4464-ae9f-0c2128035038,Pulse Performance Holdings,pulse_performance_holdings@company.com,+49-222-947-2699,"473 Piccadilly, Munich, 80331",Germany,Munich,23477,EUR
b096fde8-39bd-4802-a606-0d479c902c9e,Summit Gear Holdings,summit_gear_holdings@company.com,+44-264-189-2725,"75 Speicherstadt, Manchester, M2 5DB",United Kingdom,Manchester,29569,GBP
f172a47d-3aae-4b20-a4a5-7c7cb078fb83,Core Co Holdings,core_co_holdings@company.com,+44-479-599-6017,"868 King's Rd, Manchester, M2 5DB",United Kingdom,Manchester,22799,GBP
5e11fd4f-79a4-40cd-90b6-75a4d7d41bd5,Apex Arena Holdings,apex_arena_holdings@company.com,+44-627-553-6116,"889 Queen St, Manchester, M2 5DB",United Kingdom,Manchester,11984,GBP
91840312-7498-4bd8-91cd-c1736a933829,Core Co Holdings,core_co_holdings@company.com,+49-902-516-2467,"732 Speicherstadt, Berlin, 10117",Germany,Berlin,29048,EUR
7cfe641e-303e-4ea9-a51a-8822228736c9,Velocity Athletics Holdings,velocity_athletics_holdings@company.com,+44-408-830-1157,"566 Regent St, Manchester, M2 5DB",United Kingdom,Manchester,17310,GBP
8fe33cc8-d05c-4afa-90ab-22c903ef304c,Flex Dynamics Holdings,flex_dynamics_holdings@company.com,+44-297-677-6390,"961 Princes St, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,21349,GBP
44c2d8bc-dd29-4adf-9f78-ba38946fb02f,Zen Athletics Holdings,zen_athletics_holdings@company.com,+44-976-110-3377,"851 Regent St, London, SW1A 1AA",United Kingdom,London,21992,GBP
faccccc9-d167-4d5c-9af3-239073b8b0fa,Velocity Arena Holdings,velocity_arena_holdings@company.com,+49-586-749-7131,"728 Baker St, Berlin, 10117",Germany,Berlin,21714,EUR
a085080b-19e2-4896-a6fe-e9445e35b251,Velocity Studios Holdings,velocity_studios_holdings@company.com,+44-661-783-1687,"938 Maximilianstrasse, Manchester, M2 5DB",United Kingdom,Manchester,19737,GBP
4205d75b-09f9-49e8-8772-2128681451b9,Zen Athletics Holdings,zen_athletics_holdings@company.com,+49-902-285-1330,"430 Queen St, Munich, 80331",Germany,Munich,27908,EUR
ea3bd866-2c87-4ce0-bd3a-bac3c4ae1dde,Apex Collective Holdings,apex_collective_holdings@company.com,+49-710-818-2693,"691 Royal Mile, Berlin, 10117",Germany,Berlin,13136,EUR
34edb8f6-965b-4cb6-a1a2-a17f3f9ca569,Zen Dynamics Holdings,zen_dynamics_holdings@company.com,+44-594-719-6886,"202 Princes St, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,16543,GBP
53b1821b-22e7-47af-b945-c9cbb74ff263,Core Labs Holdings,core_labs_holdings@company.com,+49-891-471-5871,"738 Kurfürstendamm, Berlin, 10117",Germany,Berlin,24082,EUR
aca22c15-594c-494c-ba2c-7d616db6bc8f,Velocity Arena Holdings,velocity_arena_holdings@company.com,+49-974-240-8131,"579 Queen St, Munich, 80331",Germany,Munich,16684,EUR
29d19f67-8c54-47b2-beff-805b0c781696,Zen Performance Holdings,zen_performance_holdings@company.com,+44-540-418-4661,"857 Oxford St, London, SW1A 1AA",United Kingdom,London,11649,GBP
562370ef-7b7a-4d20-b479-d5336abdd8bf,Zen Outfitters Holdings,zen_outfitters_holdings@company.com,+49-480-194-8139,"185 Queen St, Munich, 80331",Germany,Munich,13124,EUR
9dd6fdb7-b90e-4a71-878f-dc84ec1748dd,Velocity Arena Holdings,velocity_arena_holdings@company.com,+49-772-117-8193,"958 High St, Munich, 80331",Germany,Munich,12367,EUR
f651e5f1-8922-4623-b5e9-09215c6eb7fa,Stride Arena Holdings,stride_arena_holdings@company.com,+49-211-510-1654,"637 Maximilianstrasse, Berlin, 10117",Germany,Berlin,15708,EUR
d9b06b11-76df-4d88-a17f-1b5be638ed55,Momentum Performance Holdings,momentum_performance_holdings@company.com,+49-296-899-1113,"932 Princes St, Hamburg, 20095",Germany,Hamburg,14433,EUR
9c84f192-6a9d-4d86-bba6-047b0e061140,Summit Outfitters Holdings,summit_outfitters_holdings@company.com,+49-625-341-6172,"839 Piccadilly, Berlin, 10117",Germany,Berlin,24852,EUR
cd2f641b-1957-4047-ac99-591781142c29,Zen Outfitters Holdings,zen_outfitters_holdings@company.com,+49-913-924-1921,"709 Queen St, Munich, 80331",Germany,Munich,19756,EUR
4e07f734-e2c8-445e-971a-43e2577e0fa4,Velocity Labs Holdings,velocity_labs_holdings@company.com,+49-784-326-2106,"275 Maximilianstrasse, Munich, 80331",Germany,Munich,15789,EUR
4a364ddc-5f28-4a09-ae74-b5a67263b63e,Stride Dynamics Holdings,stride_dynamics_holdings@company.com,+44-417-398-3003,"681 Queen St, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,17716,GBP
420d2513-bac8-4a6b-8c75-35178390fa8b,Core Outfitters Holdings,core_outfitters_holdings@company.com,+44-876-107-1412,"86 Kurfürstendamm, London, SW1A 1AA",United Kingdom,London,18983,GBP
f91e1a62-77f4-4254-aea0-8c69a7a22f8c,Summit Arena Holdings,summit_arena_holdings@company.com,+44-266-391-5600,"157 High St, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,15733,GBP
a98d32e6-0162-4842-9473-9f8d63e4cfe3,Core Arena Holdings,core_arena_holdings@company.com,+44-987-553-3442,"791 Speicherstadt, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,16563,GBP
0bfb10a6-933c-41c1-879c-88d57c5b5956,Momentum Co Holdings,momentum_co_holdings@company.com,+44-243-697-5326,"196 Queen St, London, SW1A 1AA",United Kingdom,London,18643,GBP
08111a1e-9ab1-4ffe-ae69-715c6fa43270,Flex Dynamics Holdings,flex_dynamics_holdings@company.com,+44-533-804-3610,"937 Maximilianstrasse, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,12264,GBP
e8af080a-cc75-4cf1-8523-97821d314f05,Peak Outfitters Holdings,peak_outfitters_holdings@company.com,+44-786-292-2377,"794 King's Rd, London, SW1A 1AA",United Kingdom,London,24451,GBP
d8bd8fe7-e833-48cc-8a33-6dbbe4a25f76,Summit Studios Holdings,summit_studios_holdings@company.com,+44-243-775-8639,"786 Unter den Linden, London, SW1A 1AA",United Kingdom,London,17368,GBP
214db9d9-9ce3-4c77-9800-14bc08a8e69e,Stride Dynamics Holdings,stride_dynamics_holdings@company.com,+49-805-282-5076,"457 Fleet St, Munich, 80331",Germany,Munich,27634,EUR
c2f75c93-5805-400e-b29c-563def876ade,Pulse Performance Holdings,pulse_performance_holdings@company.com,+49-828-297-5399,"813 Marktplatz, Munich, 80331",Germany,Munich,12077,EUR
e9562df0-94c7-4797-a539-358d813e9b64,Flex Dynamics Holdings,flex_dynamics_holdings@company.com,+49-622-114-9795,"120 King's Rd, Munich, 80331",Germany,Munich,13271,EUR
1ede0362-fa07-4d3c-b247-e6f5ad8b89f0,Zen Dynamics Holdings,zen_dynamics_holdings@company.com,+44-505-960-7840,"104 King's Rd, Manchester, M2 5DB",United Kingdom,Manchester,26474,GBP
b7fabdb3-6e0d-4a68-afcc-9eeec07b1a59,Pulse Labs Holdings,pulse_labs_holdings@company.com,+44-848-894-9508,"669 Speicherstadt, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,20312,GBP
61f82ece-9bd3-4a2f-b04d-66b2e940e39f,Apex Co Holdings,apex_co_holdings@company.com,+44-268-969-7562,"29 Piccadilly, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,14156,GBP
dd7d6655-f2c7-478f-bc2b-2fdefba36cfd,Velocity Arena Holdings,velocity_arena_holdings@company.com,+44-582-165-1687,"41 Maximilianstrasse, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,10248,GBP
b5eafdcb-442f-4726-bc71-6716174356e0,Core Arena Holdings,core_arena_holdings@company.com,+49-646-263-1146,"672 Princes St, Berlin, 10117",Germany,Berlin,20211,EUR
6ab98fec-b00e-4122-85b4-37b1f016cc4f,Summit Collective Holdings,summit_collective_holdings@company.com,+44-212-118-7634,"328 Piccadilly, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,17774,GBP
2030df77-799e-4d6f-a1bc-fcf282845946,Stride Labs Holdings,stride_labs_holdings@company.com,+49-355-221-1335,"830 Oxford St, Berlin, 10117",Germany,Berlin,16600,EUR
3d1a6fa4-9bab-4340-aee9-425589e17660,Apex Dynamics Holdings,apex_dynamics_holdings@company.com,+49-635-274-8814,"867 Kurfürstendamm, Munich, 80331",Germany,Munich,16629,EUR
4547b73d-ff63-44c0-bcfe-51868ad13a90,Velocity Dynamics Holdings,velocity_dynamics_holdings@company.com,+44-829-426-8202,"500 King's Rd, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,27268,GBP
0d8ceb1d-6751-455f-ab47-e9611d2c129a,Summit Studios Holdings,summit_studios_holdings@company.com,+49-668-506-2836,"55 Queen St, Berlin, 10117",Germany,Berlin,11427,EUR
c6dd27fa-fc8d-49da-8f6c-3eed0ca2a3dd,Summit Studios Holdings,summit_studios_holdings@company.com,+44-902-860-7592,"317 Queen St, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,26939,GBP
ab1e7e1c-a0da-4764-b649-251fe6d7ebf5,Zen Co Holdings,zen_co_holdings@company.com,+44-433-999-3594,"909 Kurfürstendamm, Manchester, M2 5DB",United Kingdom,Manchester,21547,GBP
bbe4151a-1173-4bfa-b64c-db762d2b0673,Stride Collective Holdings,stride_collective_holdings@company.com,+49-586-646-5803,"656 Baker St, Munich, 80331",Germany,Munich,21842,EUR
d5a9cc22-28db-41d9-b9db-d64c812814e3,Summit Dynamics Holdings,summit_dynamics_holdings@company.com,+49-524-390-1343,"466 Fleet St, Munich, 80331",Germany,Munich,23073,EUR
734c0740-144b-4a11-b046-c8fb22fa9944,Stride Athletics Holdings,stride_athletics_holdings@company.com,+44-267-890-7307,"295 Princes St, London, SW1A 1AA",United Kingdom,London,11381,GBP
8ec3dd87-3731-4d79-b343-fcd29cc34fc6,Flex Arena Holdings,flex_arena_holdings@company.com,+44-622-424-6224,"452 Baker St, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,19933,GBP
582febc0-9523-418e-a1c3-4879f5a7f9bb,Summit Co Holdings,summit_co_holdings@company.com,+44-435-776-7043,"134 High St, Manchester, M2 5DB",United Kingdom,Manchester,13854,GBP
f670c8a9-dcff-441a-93df-c2d44ad9b7fa,Momentum Performance Holdings,momentum_performance_holdings@company.com,+49-800-507-7696,"939 Fleet St, Munich, 80331",Germany,Munich,24193,EUR
1fb63976-9cad-4e6e-a2eb-f31d67afca43,Summit Co Holdings,summit_co_holdings@company.com,+44-582-229-9278,"936 Fleet St, London, SW1A 1AA",United Kingdom,London,25652,GBP
6a6bd61e-5914-4d95-854f-bb88c7d175cd,Peak Performance Holdings,peak_performance_holdings@company.com,+49-828-896-7674,"139 Kurfürstendamm, Munich, 80331",Germany,Munich,29680,EUR
ff691b04-b89a-4954-9061-b2e08c644fe8,Zen Arena Holdings,zen_arena_holdings@company.com,+44-406-759-9807,"797 Baker St, Manchester, M2 5DB",United Kingdom,Manchester,20101,GBP
